## Created Pattern      N   immr  imms
-- ----------------     -   ----  ----
02 ffffffe1ffffffe1 --  0    1b    1b
02 ffffffe1ffffffe1 --  0    3b    1b
01 ffffffe1ffffffff --  1    1b    3b
02 ffffffe3ffffffe3 --  0    1b    1c
02 ffffffe3ffffffe3 --  0    3b    1c
01 ffffffe3ffffffff --  1    1b    3c
02 ffffffe7ffffffe7 --  0    1b    1d
02 ffffffe7ffffffe7 --  0    3b    1d
01 ffffffe7ffffffff --  1    1b    3d
02 ffffffefffffffef --  0    1b    1e
02 ffffffefffffffef --  0    3b    1e
01 ffffffefffffffff --  1    1b    3e
01 fffffff000000000 --  1    1c    1b
01 fffffff000000001 --  1    1c    1c
01 fffffff000000003 --  1    1c    1d
01 fffffff000000007 --  1    1c    1e
01 fffffff00000000f --  1    1c    1f
01 fffffff00000001f --  1    1c    20
01 fffffff00000003f --  1    1c    21
01 fffffff00000007f --  1    1c    22
01 fffffff0000000ff --  1    1c    23
01 fffffff0000001ff --  1    1c    24
01 fffffff0000003ff --  1    1c    25
01 fffffff0000007ff --  1    1c    26
01 fffffff000000fff --  1    1c    27
01 fffffff000001fff --  1    1c    28
01 fffffff000003fff --  1    1c    29
01 fffffff000007fff --  1    1c    2a
01 fffffff00000ffff --  1    1c    2b
01 fffffff00001ffff --  1    1c    2c
01 fffffff00003ffff --  1    1c    2d
01 fffffff00007ffff --  1    1c    2e
01 fffffff0000fffff --  1    1c    2f
01 fffffff0001fffff --  1    1c    30
01 fffffff0003fffff --  1    1c    31
01 fffffff0007fffff --  1    1c    32
01 fffffff000ffffff --  1    1c    33
01 fffffff001ffffff --  1    1c    34
01 fffffff003ffffff --  1    1c    35
01 fffffff007ffffff --  1    1c    36
01 fffffff00fffffff --  1    1c    37
01 fffffff01fffffff --  1    1c    38
01 fffffff03fffffff --  1    1c    39
01 fffffff07fffffff --  1    1c    3a
02 fffffff0fffffff0 --  0    1c    1b
02 fffffff0fffffff0 --  0    3c    1b
01 fffffff0ffffffff --  1    1c    3b
02 fffffff1fffffff1 --  0    1c    1c
02 fffffff1fffffff1 --  0    3c    1c
01 fffffff1ffffffff --  1    1c    3c
02 fffffff3fffffff3 --  0    1c    1d
02 fffffff3fffffff3 --  0    3c    1d
01 fffffff3ffffffff --  1    1c    3d
02 fffffff7fffffff7 --  0    1c    1e
02 fffffff7fffffff7 --  0    3c    1e
01 fffffff7ffffffff --  1    1c    3e
01 fffffff800000000 --  1    1d    1c
01 fffffff800000001 --  1    1d    1d
01 fffffff800000003 --  1    1d    1e
01 fffffff800000007 --  1    1d    1f
01 fffffff80000000f --  1    1d    20
01 fffffff80000001f --  1    1d    21
01 fffffff80000003f --  1    1d    22
01 fffffff80000007f --  1    1d    23
01 fffffff8000000ff --  1    1d    24
01 fffffff8000001ff --  1    1d    25
01 fffffff8000003ff --  1    1d    26
01 fffffff8000007ff --  1    1d    27
01 fffffff800000fff --  1    1d    28
01 fffffff800001fff --  1    1d    29
01 fffffff800003fff --  1    1d    2a
01 fffffff800007fff --  1    1d    2b
01 fffffff80000ffff --  1    1d    2c
01 fffffff80001ffff --  1    1d    2d
01 fffffff80003ffff --  1    1d    2e
01 fffffff80007ffff --  1    1d    2f
01 fffffff8000fffff --  1    1d    30
01 fffffff8001fffff --  1    1d    31
01 fffffff8003fffff --  1    1d    32
01 fffffff8007fffff --  1    1d    33
01 fffffff800ffffff --  1    1d    34
01 fffffff801ffffff --  1    1d    35
01 fffffff803ffffff --  1    1d    36
01 fffffff807ffffff --  1    1d    37
01 fffffff80fffffff --  1    1d    38
01 fffffff81fffffff --  1    1d    39
01 fffffff83fffffff --  1    1d    3a
01 fffffff87fffffff --  1    1d    3b
02 fffffff8fffffff8 --  0    1d    1c
02 fffffff8fffffff8 --  0    3d    1c
01 fffffff8ffffffff --  1    1d    3c
02 fffffff9fffffff9 --  0    1d    1d
02 fffffff9fffffff9 --  0    3d    1d
01 fffffff9ffffffff --  1    1d    3d
02 fffffffbfffffffb --  0    1d    1e
02 fffffffbfffffffb --  0    3d    1e
01 fffffffbffffffff --  1    1d    3e
01 fffffffc00000000 --  1    1e    1d
01 fffffffc00000001 --  1    1e    1e
01 fffffffc00000003 --  1    1e    1f
01 fffffffc00000007 --  1    1e    20
01 fffffffc0000000f --  1    1e    21
01 fffffffc0000001f --  1    1e    22
01 fffffffc0000003f --  1    1e    23
01 fffffffc0000007f --  1    1e    24
01 fffffffc000000ff --  1    1e    25
01 fffffffc000001ff --  1    1e    26
01 fffffffc000003ff --  1    1e    27
01 fffffffc000007ff --  1    1e    28
01 fffffffc00000fff --  1    1e    29
01 fffffffc00001fff --  1    1e    2a
01 fffffffc00003fff --  1    1e    2b
01 fffffffc00007fff --  1    1e    2c
01 fffffffc0000ffff --  1    1e    2d
01 fffffffc0001ffff --  1    1e    2e
01 fffffffc0003ffff --  1    1e    2f
01 fffffffc0007ffff --  1    1e    30
01 fffffffc000fffff --  1    1e    31
01 fffffffc001fffff --  1    1e    32
01 fffffffc003fffff --  1    1e    33
01 fffffffc007fffff --  1    1e    34
01 fffffffc00ffffff --  1    1e    35
01 fffffffc01ffffff --  1    1e    36
01 fffffffc03ffffff --  1    1e    37
01 fffffffc07ffffff --  1    1e    38
01 fffffffc0fffffff --  1    1e    39
01 fffffffc1fffffff --  1    1e    3a
01 fffffffc3fffffff --  1    1e    3b
01 fffffffc7fffffff --  1    1e    3c
02 fffffffcfffffffc --  0    1e    1d
02 fffffffcfffffffc --  0    3e    1d
01 fffffffcffffffff --  1    1e    3d
02 fffffffdfffffffd --  0    1e    1e
02 fffffffdfffffffd --  0    3e    1e
01 fffffffdffffffff --  1    1e    3e
01 fffffffe00000000 --  1    1f    1e
01 fffffffe00000001 --  1    1f    1f
01 fffffffe00000003 --  1    1f    20
01 fffffffe00000007 --  1    1f    21
01 fffffffe0000000f --  1    1f    22
01 fffffffe0000001f --  1    1f    23
01 fffffffe0000003f --  1    1f    24
01 fffffffe0000007f --  1    1f    25
01 fffffffe000000ff --  1    1f    26
01 fffffffe000001ff --  1    1f    27
01 fffffffe000003ff --  1    1f    28
01 fffffffe000007ff --  1    1f    29
01 fffffffe00000fff --  1    1f    2a
01 fffffffe00001fff --  1    1f    2b
01 fffffffe00003fff --  1    1f    2c
01 fffffffe00007fff --  1    1f    2d
01 fffffffe0000ffff --  1    1f    2e
01 fffffffe0001ffff --  1    1f    2f
01 fffffffe0003ffff --  1    1f    30
01 fffffffe0007ffff --  1    1f    31
01 fffffffe000fffff --  1    1f    32
01 fffffffe001fffff --  1    1f    33
01 fffffffe003fffff --  1    1f    34
01 fffffffe007fffff --  1    1f    35
01 fffffffe00ffffff --  1    1f    36
01 fffffffe01ffffff --  1    1f    37
01 fffffffe03ffffff --  1    1f    38
01 fffffffe07ffffff --  1    1f    39
01 fffffffe0fffffff --  1    1f    3a
01 fffffffe1fffffff --  1    1f    3b
01 fffffffe3fffffff --  1    1f    3c
01 fffffffe7fffffff --  1    1f    3d
02 fffffffefffffffe --  0    1f    1e
02 fffffffefffffffe --  0    3f    1e
01 fffffffeffffffff --  1    1f    3e
01 ffffffff00000000 --  1    20    1f
01 ffffffff00000001 --  1    20    20
01 ffffffff00000003 --  1    20    21
01 ffffffff00000007 --  1    20    22
01 ffffffff0000000f --  1    20    23
01 ffffffff0000001f --  1    20    24
01 ffffffff0000003f --  1    20    25
01 ffffffff0000007f --  1    20    26
01 ffffffff000000ff --  1    20    27
01 ffffffff000001ff --  1    20    28
01 ffffffff000003ff --  1    20    29
01 ffffffff000007ff --  1    20    2a
01 ffffffff00000fff --  1    20    2b
01 ffffffff00001fff --  1    20    2c
01 ffffffff00003fff --  1    20    2d
01 ffffffff00007fff --  1    20    2e
01 ffffffff0000ffff --  1    20    2f
01 ffffffff0001ffff --  1    20    30
01 ffffffff0003ffff --  1    20    31
01 ffffffff0007ffff --  1    20    32
01 ffffffff000fffff --  1    20    33
01 ffffffff001fffff --  1    20    34
01 ffffffff003fffff --  1    20    35
01 ffffffff007fffff --  1    20    36
01 ffffffff00ffffff --  1    20    37
01 ffffffff01ffffff --  1    20    38
01 ffffffff03ffffff --  1    20    39
01 ffffffff07ffffff --  1    20    3a
01 ffffffff0fffffff --  1    20    3b
01 ffffffff1fffffff --  1    20    3c
01 ffffffff3fffffff --  1    20    3d
01 ffffffff7fffffff --  1    20    3e
01 ffffffff80000000 --  1    21    20
01 ffffffff80000001 --  1    21    21
01 ffffffff80000003 --  1    21    22
01 ffffffff80000007 --  1    21    23
01 ffffffff8000000f --  1    21    24
01 ffffffff8000001f --  1    21    25
01 ffffffff8000003f --  1    21    26
01 ffffffff8000007f --  1    21    27
01 ffffffff800000ff --  1    21    28
01 ffffffff800001ff --  1    21    29
01 ffffffff800003ff --  1    21    2a
01 ffffffff800007ff --  1    21    2b
01 ffffffff80000fff --  1    21    2c
01 ffffffff80001fff --  1    21    2d
01 ffffffff80003fff --  1    21    2e
01 ffffffff80007fff --  1    21    2f
01 ffffffff8000ffff --  1    21    30
01 ffffffff8001ffff --  1    21    31
01 ffffffff8003ffff --  1    21    32
01 ffffffff8007ffff --  1    21    33
01 ffffffff800fffff --  1    21    34
01 ffffffff801fffff --  1    21    35
01 ffffffff803fffff --  1    21    36
01 ffffffff807fffff --  1    21    37
01 ffffffff80ffffff --  1    21    38
01 ffffffff81ffffff --  1    21    39
01 ffffffff83ffffff --  1    21    3a
01 ffffffff87ffffff --  1    21    3b
01 ffffffff8fffffff --  1    21    3c
01 ffffffff9fffffff --  1    21    3d
01 ffffffffbfffffff --  1    21    3e
01 ffffffffc0000000 --  1    22    21
01 ffffffffc0000001 --  1    22    22
01 ffffffffc0000003 --  1    22    23
01 ffffffffc0000007 --  1    22    24
01 ffffffffc000000f --  1    22    25
01 ffffffffc000001f --  1    22    26
01 ffffffffc000003f --  1    22    27
01 ffffffffc000007f --  1    22    28
01 ffffffffc00000ff --  1    22    29
01 ffffffffc00001ff --  1    22    2a
01 ffffffffc00003ff --  1    22    2b
01 ffffffffc00007ff --  1    22    2c
01 ffffffffc0000fff --  1    22    2d
01 ffffffffc0001fff --  1    22    2e
01 ffffffffc0003fff --  1    22    2f
01 ffffffffc0007fff --  1    22    30
01 ffffffffc000ffff --  1    22    31
01 ffffffffc001ffff --  1    22    32
01 ffffffffc003ffff --  1    22    33
01 ffffffffc007ffff --  1    22    34
01 ffffffffc00fffff --  1    22    35
01 ffffffffc01fffff --  1    22    36
01 ffffffffc03fffff --  1    22    37
01 ffffffffc07fffff --  1    22    38
01 ffffffffc0ffffff --  1    22    39
01 ffffffffc1ffffff --  1    22    3a
01 ffffffffc3ffffff --  1    22    3b
01 ffffffffc7ffffff --  1    22    3c
01 ffffffffcfffffff --  1    22    3d
01 ffffffffdfffffff --  1    22    3e
01 ffffffffe0000000 --  1    23    22
01 ffffffffe0000001 --  1    23    23
01 ffffffffe0000003 --  1    23    24
01 ffffffffe0000007 --  1    23    25
01 ffffffffe000000f --  1    23    26
01 ffffffffe000001f --  1    23    27
01 ffffffffe000003f --  1    23    28
01 ffffffffe000007f --  1    23    29
01 ffffffffe00000ff --  1    23    2a
01 ffffffffe00001ff --  1    23    2b
01 ffffffffe00003ff --  1    23    2c
01 ffffffffe00007ff --  1    23    2d
01 ffffffffe0000fff --  1    23    2e
01 ffffffffe0001fff --  1    23    2f
01 ffffffffe0003fff --  1    23    30
01 ffffffffe0007fff --  1    23    31
01 ffffffffe000ffff --  1    23    32
01 ffffffffe001ffff --  1    23    33
01 ffffffffe003ffff --  1    23    34
01 ffffffffe007ffff --  1    23    35
01 ffffffffe00fffff --  1    23    36
01 ffffffffe01fffff --  1    23    37
01 ffffffffe03fffff --  1    23    38
01 ffffffffe07fffff --  1    23    39
01 ffffffffe0ffffff --  1    23    3a
01 ffffffffe1ffffff --  1    23    3b
01 ffffffffe3ffffff --  1    23    3c
01 ffffffffe7ffffff --  1    23    3d
01 ffffffffefffffff --  1    23    3e
01 fffffffff0000000 --  1    24    23
01 fffffffff0000001 --  1    24    24
01 fffffffff0000003 --  1    24    25
01 fffffffff0000007 --  1    24    26
01 fffffffff000000f --  1    24    27
01 fffffffff000001f --  1    24    28
01 fffffffff000003f --  1    24    29
01 fffffffff000007f --  1    24    2a
01 fffffffff00000ff --  1    24    2b
01 fffffffff00001ff --  1    24    2c
01 fffffffff00003ff --  1    24    2d
01 fffffffff00007ff --  1    24    2e
01 fffffffff0000fff --  1    24    2f
01 fffffffff0001fff --  1    24    30
01 fffffffff0003fff --  1    24    31
01 fffffffff0007fff --  1    24    32
01 fffffffff000ffff --  1    24    33
01 fffffffff001ffff --  1    24    34
01 fffffffff003ffff --  1    24    35
01 fffffffff007ffff --  1    24    36
01 fffffffff00fffff --  1    24    37
01 fffffffff01fffff --  1    24    38
01 fffffffff03fffff --  1    24    39
01 fffffffff07fffff --  1    24    3a
01 fffffffff0ffffff --  1    24    3b
01 fffffffff1ffffff --  1    24    3c
01 fffffffff3ffffff --  1    24    3d
01 fffffffff7ffffff --  1    24    3e
01 fffffffff8000000 --  1    25    24
01 fffffffff8000001 --  1    25    25
01 fffffffff8000003 --  1    25    26
01 fffffffff8000007 --  1    25    27
01 fffffffff800000f --  1    25    28
01 fffffffff800001f --  1    25    29
01 fffffffff800003f --  1    25    2a
01 fffffffff800007f --  1    25    2b
01 fffffffff80000ff --  1    25    2c
01 fffffffff80001ff --  1    25    2d
01 fffffffff80003ff --  1    25    2e
01 fffffffff80007ff --  1    25    2f
01 fffffffff8000fff --  1    25    30
01 fffffffff8001fff --  1    25    31
01 fffffffff8003fff --  1    25    32
01 fffffffff8007fff --  1    25    33
01 fffffffff800ffff --  1    25    34
01 fffffffff801ffff --  1    25    35
01 fffffffff803ffff --  1    25    36
01 fffffffff807ffff --  1    25    37
01 fffffffff80fffff --  1    25    38
01 fffffffff81fffff --  1    25    39
01 fffffffff83fffff --  1    25    3a
01 fffffffff87fffff --  1    25    3b
01 fffffffff8ffffff --  1    25    3c
01 fffffffff9ffffff --  1    25    3d
01 fffffffffbffffff --  1    25    3e
01 fffffffffc000000 --  1    26    25
01 fffffffffc000001 --  1    26    26
01 fffffffffc000003 --  1    26    27
01 fffffffffc000007 --  1    26    28
01 fffffffffc00000f --  1    26    29
01 fffffffffc00001f --  1    26    2a
01 fffffffffc00003f --  1    26    2b
01 fffffffffc00007f --  1    26    2c
01 fffffffffc0000ff --  1    26    2d
01 fffffffffc0001ff --  1    26    2e
01 fffffffffc0003ff --  1    26    2f
01 fffffffffc0007ff --  1    26    30
01 fffffffffc000fff --  1    26    31
01 fffffffffc001fff --  1    26    32
01 fffffffffc003fff --  1    26    33
01 fffffffffc007fff --  1    26    34
01 fffffffffc00ffff --  1    26    35
01 fffffffffc01ffff --  1    26    36
01 fffffffffc03ffff --  1    26    37
01 fffffffffc07ffff --  1    26    38
01 fffffffffc0fffff --  1    26    39
01 fffffffffc1fffff --  1    26    3a
01 fffffffffc3fffff --  1    26    3b
01 fffffffffc7fffff --  1    26    3c
01 fffffffffcffffff --  1    26    3d
01 fffffffffdffffff --  1    26    3e
01 fffffffffe000000 --  1    27    26
01 fffffffffe000001 --  1    27    27
01 fffffffffe000003 --  1    27    28
01 fffffffffe000007 --  1    27    29
01 fffffffffe00000f --  1    27    2a
01 fffffffffe00001f --  1    27    2b
01 fffffffffe00003f --  1    27    2c
01 fffffffffe00007f --  1    27    2d
01 fffffffffe0000ff --  1    27    2e
01 fffffffffe0001ff --  1    27    2f
01 fffffffffe0003ff --  1    27    30
01 fffffffffe0007ff --  1    27    31
01 fffffffffe000fff --  1    27    32
01 fffffffffe001fff --  1    27    33
01 fffffffffe003fff --  1    27    34
01 fffffffffe007fff --  1    27    35
01 fffffffffe00ffff --  1    27    36
01 fffffffffe01ffff --  1    27    37
01 fffffffffe03ffff --  1    27    38
01 fffffffffe07ffff --  1    27    39
01 fffffffffe0fffff --  1    27    3a
01 fffffffffe1fffff --  1    27    3b
01 fffffffffe3fffff --  1    27    3c
01 fffffffffe7fffff --  1    27    3d
01 fffffffffeffffff --  1    27    3e
01 ffffffffff000000 --  1    28    27
01 ffffffffff000001 --  1    28    28
01 ffffffffff000003 --  1    28    29
01 ffffffffff000007 --  1    28    2a
01 ffffffffff00000f --  1    28    2b
01 ffffffffff00001f --  1    28    2c
01 ffffffffff00003f --  1    28    2d
01 ffffffffff00007f --  1    28    2e
01 ffffffffff0000ff --  1    28    2f
01 ffffffffff0001ff --  1    28    30
01 ffffffffff0003ff --  1    28    31
01 ffffffffff0007ff --  1    28    32
01 ffffffffff000fff --  1    28    33
01 ffffffffff001fff --  1    28    34
01 ffffffffff003fff --  1    28    35
01 ffffffffff007fff --  1    28    36
01 ffffffffff00ffff --  1    28    37
01 ffffffffff01ffff --  1    28    38
01 ffffffffff03ffff --  1    28    39
01 ffffffffff07ffff --  1    28    3a
01 ffffffffff0fffff --  1    28    3b
01 ffffffffff1fffff --  1    28    3c
01 ffffffffff3fffff --  1    28    3d
01 ffffffffff7fffff --  1    28    3e
01 ffffffffff800000 --  1    29    28
01 ffffffffff800001 --  1    29    29
01 ffffffffff800003 --  1    29    2a
01 ffffffffff800007 --  1    29    2b
01 ffffffffff80000f --  1    29    2c
01 ffffffffff80001f --  1    29    2d
01 ffffffffff80003f --  1    29    2e
01 ffffffffff80007f --  1    29    2f
01 ffffffffff8000ff --  1    29    30
01 ffffffffff8001ff --  1    29    31
01 ffffffffff8003ff --  1    29    32
01 ffffffffff8007ff --  1    29    33
01 ffffffffff800fff --  1    29    34
01 ffffffffff801fff --  1    29    35
01 ffffffffff803fff --  1    29    36
01 ffffffffff807fff --  1    29    37
01 ffffffffff80ffff --  1    29    38
01 ffffffffff81ffff --  1    29    39
01 ffffffffff83ffff --  1    29    3a
01 ffffffffff87ffff --  1    29    3b
01 ffffffffff8fffff --  1    29    3c
01 ffffffffff9fffff --  1    29    3d
01 ffffffffffbfffff --  1    29    3e
01 ffffffffffc00000 --  1    2a    29
01 ffffffffffc00001 --  1    2a    2a
01 ffffffffffc00003 --  1    2a    2b
01 ffffffffffc00007 --  1    2a    2c
01 ffffffffffc0000f --  1    2a    2d
01 ffffffffffc0001f --  1    2a    2e
01 ffffffffffc0003f --  1    2a    2f
01 ffffffffffc0007f --  1    2a    30
01 ffffffffffc000ff --  1    2a    31
01 ffffffffffc001ff --  1    2a    32
01 ffffffffffc003ff --  1    2a    33
01 ffffffffffc007ff --  1    2a    34
01 ffffffffffc00fff --  1    2a    35
01 ffffffffffc01fff --  1    2a    36
01 ffffffffffc03fff --  1    2a    37
01 ffffffffffc07fff --  1    2a    38
01 ffffffffffc0ffff --  1    2a    39
01 ffffffffffc1ffff --  1    2a    3a
01 ffffffffffc3ffff --  1    2a    3b
01 ffffffffffc7ffff --  1    2a    3c
01 ffffffffffcfffff --  1    2a    3d
01 ffffffffffdfffff --  1    2a    3e
01 ffffffffffe00000 --  1    2b    2a
01 ffffffffffe00001 --  1    2b    2b
01 ffffffffffe00003 --  1    2b    2c
01 ffffffffffe00007 --  1    2b    2d
01 ffffffffffe0000f --  1    2b    2e
01 ffffffffffe0001f --  1    2b    2f
01 ffffffffffe0003f --  1    2b    30
01 ffffffffffe0007f --  1    2b    31
01 ffffffffffe000ff --  1    2b    32
01 ffffffffffe001ff --  1    2b    33
01 ffffffffffe003ff --  1    2b    34
01 ffffffffffe007ff --  1    2b    35
01 ffffffffffe00fff --  1    2b    36
01 ffffffffffe01fff --  1    2b    37
01 ffffffffffe03fff --  1    2b    38
01 ffffffffffe07fff --  1    2b    39
01 ffffffffffe0ffff --  1    2b    3a
01 ffffffffffe1ffff --  1    2b    3b
01 ffffffffffe3ffff --  1    2b    3c
01 ffffffffffe7ffff --  1    2b    3d
01 ffffffffffefffff --  1    2b    3e
01 fffffffffff00000 --  1    2c    2b
01 fffffffffff00001 --  1    2c    2c
01 fffffffffff00003 --  1    2c    2d
01 fffffffffff00007 --  1    2c    2e
01 fffffffffff0000f --  1    2c    2f
01 fffffffffff0001f --  1    2c    30
01 fffffffffff0003f --  1    2c    31
01 fffffffffff0007f --  1    2c    32
01 fffffffffff000ff --  1    2c    33
01 fffffffffff001ff --  1    2c    34
01 fffffffffff003ff --  1    2c    35
01 fffffffffff007ff --  1    2c    36
