Created Pattern  ##     N   immr  imms
c3c3c3c3c3c3c3c3 08 --  0    3a    33
c3ffc3ffc3ffc3ff 04 --  0    02    2b
c3ffc3ffc3ffc3ff 04 --  0    12    2b
c3ffc3ffc3ffc3ff 04 --  0    22    2b
c3ffc3ffc3ffc3ff 04 --  0    32    2b
c3ffffffc3ffffff 02 --  0    02    1b
c3ffffffc3ffffff 02 --  0    22    1b
c3ffffffffffffff 01 --  1    02    3b
c7c7c7c7c7c7c7c7 08 --  0    02    34
c7c7c7c7c7c7c7c7 08 --  0    0a    34
c7c7c7c7c7c7c7c7 08 --  0    12    34
c7c7c7c7c7c7c7c7 08 --  0    1a    34
c7c7c7c7c7c7c7c7 08 --  0    22    34
c7c7c7c7c7c7c7c7 08 --  0    2a    34
c7c7c7c7c7c7c7c7 08 --  0    32    34
c7c7c7c7c7c7c7c7 08 --  0    3a    34
c7ffc7ffc7ffc7ff 04 --  0    02    2c
c7ffc7ffc7ffc7ff 04 --  0    12    2c
c7ffc7ffc7ffc7ff 04 --  0    22    2c
c7ffc7ffc7ffc7ff 04 --  0    32    2c
c7ffffffc7ffffff 02 --  0    02    1c
c7ffffffc7ffffff 02 --  0    22    1c
c7ffffffffffffff 01 --  1    02    3c
cccccccccccccccc 16 --  0    02    39
cccccccccccccccc 16 --  0    06    39
cccccccccccccccc 16 --  0    0a    39
cccccccccccccccc 16 --  0    0e    39
cccccccccccccccc 16 --  0    12    39
cccccccccccccccc 16 --  0    16    39
cccccccccccccccc 16 --  0    1a    39
cccccccccccccccc 16 --  0    1e    39
cccccccccccccccc 16 --  0    22    39
cccccccccccccccc 16 --  0    26    39
cccccccccccccccc 16 --  0    2a    39
cccccccccccccccc 16 --  0    2e    39
cccccccccccccccc 16 --  0    32    39
cccccccccccccccc 16 --  0    36    39
cccccccccccccccc 16 --  0    3a    39
cccccccccccccccc 16 --  0    3e    39
cfcfcfcfcfcfcfcf 08 --  0    02    35
cfcfcfcfcfcfcfcf 08 --  0    0a    35
cfcfcfcfcfcfcfcf 08 --  0    12    35
cfcfcfcfcfcfcfcf 08 --  0    1a    35
cfcfcfcfcfcfcfcf 08 --  0    22    35
cfcfcfcfcfcfcfcf 08 --  0    2a    35
cfcfcfcfcfcfcfcf 08 --  0    32    35
cfcfcfcfcfcfcfcf 08 --  0    3a    35
cfffcfffcfffcfff 04 --  0    02    2d
cfffcfffcfffcfff 04 --  0    12    2d
cfffcfffcfffcfff 04 --  0    22    2d
cfffcfffcfffcfff 04 --  0    32    2d
cfffffffcfffffff 02 --  0    02    1d
cfffffffcfffffff 02 --  0    22    1d
cfffffffffffffff 01 --  1    02    3d
dddddddddddddddd 16 --  0    02    3a
dddddddddddddddd 16 --  0    06    3a
dddddddddddddddd 16 --  0    0a    3a
dddddddddddddddd 16 --  0    0e    3a
dddddddddddddddd 16 --  0    12    3a
dddddddddddddddd 16 --  0    16    3a
dddddddddddddddd 16 --  0    1a    3a
dddddddddddddddd 16 --  0    1e    3a
dddddddddddddddd 16 --  0    22    3a
dddddddddddddddd 16 --  0    26    3a
dddddddddddddddd 16 --  0    2a    3a
dddddddddddddddd 16 --  0    2e    3a
dddddddddddddddd 16 --  0    32    3a
dddddddddddddddd 16 --  0    36    3a
dddddddddddddddd 16 --  0    3a    3a
dddddddddddddddd 16 --  0    3e    3a
dfdfdfdfdfdfdfdf 08 --  0    02    36
dfdfdfdfdfdfdfdf 08 --  0    0a    36
dfdfdfdfdfdfdfdf 08 --  0    12    36
dfdfdfdfdfdfdfdf 08 --  0    1a    36
dfdfdfdfdfdfdfdf 08 --  0    22    36
dfdfdfdfdfdfdfdf 08 --  0    2a    36
dfdfdfdfdfdfdfdf 08 --  0    32    36
dfdfdfdfdfdfdfdf 08 --  0    3a    36
dfffdfffdfffdfff 04 --  0    02    2e
dfffdfffdfffdfff 04 --  0    12    2e
dfffdfffdfffdfff 04 --  0    22    2e
dfffdfffdfffdfff 04 --  0    32    2e
dfffffffdfffffff 02 --  0    02    1e
dfffffffdfffffff 02 --  0    22    1e
dfffffffffffffff 01 --  1    02    3e
e000000000000000 01 --  1    03    02
e000000000000001 01 --  1    03    03
e000000000000003 01 --  1    03    04
e000000000000007 01 --  1    03    05
e00000000000000f 01 --  1    03    06
e00000000000001f 01 --  1    03    07
e00000000000003f 01 --  1    03    08
e00000000000007f 01 --  1    03    09
e0000000000000ff 01 --  1    03    0a
e0000000000001ff 01 --  1    03    0b
e0000000000003ff 01 --  1    03    0c
e0000000000007ff 01 --  1    03    0d
e000000000000fff 01 --  1    03    0e
e000000000001fff 01 --  1    03    0f
e000000000003fff 01 --  1    03    10
e000000000007fff 01 --  1    03    11
e00000000000ffff 01 --  1    03    12
e00000000001ffff 01 --  1    03    13
e00000000003ffff 01 --  1    03    14
e00000000007ffff 01 --  1    03    15
e0000000000fffff 01 --  1    03    16
e0000000001fffff 01 --  1    03    17
e0000000003fffff 01 --  1    03    18
e0000000007fffff 01 --  1    03    19
e000000000ffffff 01 --  1    03    1a
e000000001ffffff 01 --  1    03    1b
e000000003ffffff 01 --  1    03    1c
e000000007ffffff 01 --  1    03    1d
e00000000fffffff 01 --  1    03    1e
e00000001fffffff 01 --  1    03    1f
e00000003fffffff 01 --  1    03    20
e00000007fffffff 01 --  1    03    21
e0000000e0000000 02 --  0    03    02
e0000000e0000000 02 --  0    23    02
e0000000ffffffff 01 --  1    03    22
e0000001e0000001 02 --  0    03    03
e0000001e0000001 02 --  0    23    03
e0000001ffffffff 01 --  1    03    23
e0000003e0000003 02 --  0    03    04
e0000003e0000003 02 --  0    23    04
e0000003ffffffff 01 --  1    03    24
e0000007e0000007 02 --  0    03    05
e0000007e0000007 02 --  0    23    05
e0000007ffffffff 01 --  1    03    25
e000000fe000000f 02 --  0    03    06
e000000fe000000f 02 --  0    23    06
e000000fffffffff 01 --  1    03    26
e000001fe000001f 02 --  0    03    07
e000001fe000001f 02 --  0    23    07
e000001fffffffff 01 --  1    03    27
e000003fe000003f 02 --  0    03    08
e000003fe000003f 02 --  0    23    08
e000003fffffffff 01 --  1    03    28
e000007fe000007f 02 --  0    03    09
e000007fe000007f 02 --  0    23    09
e000007fffffffff 01 --  1    03    29
e00000ffe00000ff 02 --  0    03    0a
e00000ffe00000ff 02 --  0    23    0a
e00000ffffffffff 01 --  1    03    2a
e00001ffe00001ff 02 --  0    03    0b
e00001ffe00001ff 02 --  0    23    0b
e00001ffffffffff 01 --  1    03    2b
e00003ffe00003ff 02 --  0    03    0c
e00003ffe00003ff 02 --  0    23    0c
e00003ffffffffff 01 --  1    03    2c
e00007ffe00007ff 02 --  0    03    0d
e00007ffe00007ff 02 --  0    23    0d
e00007ffffffffff 01 --  1    03    2d
e0000fffe0000fff 02 --  0    03    0e
e0000fffe0000fff 02 --  0    23    0e
e0000fffffffffff 01 --  1    03    2e
e0001fffe0001fff 02 --  0    03    0f
e0001fffe0001fff 02 --  0    23    0f
e0001fffffffffff 01 --  1    03    2f
e0003fffe0003fff 02 --  0    03    10
e0003fffe0003fff 02 --  0    23    10
e0003fffffffffff 01 --  1    03    30
e0007fffe0007fff 02 --  0    03    11
e0007fffe0007fff 02 --  0    23    11
e0007fffffffffff 01 --  1    03    31
e000e000e000e000 04 --  0    03    22
e000e000e000e000 04 --  0    13    22
e000e000e000e000 04 --  0    23    22
e000e000e000e000 04 --  0    33    22
e000ffffe000ffff 02 --  0    03    12
e000ffffe000ffff 02 --  0    23    12
e000ffffffffffff 01 --  1    03    32
e001e001e001e001 04 --  0    03    23
e001e001e001e001 04 --  0    13    23
e001e001e001e001 04 --  0    23    23
e001e001e001e001 04 --  0    33    23
e001ffffe001ffff 02 --  0    03    13
e001ffffe001ffff 02 --  0    23    13
e001ffffffffffff 01 --  1    03    33
e003e003e003e003 04 --  0    03    24
e003e003e003e003 04 --  0    13    24
e003e003e003e003 04 --  0    23    24
e003e003e003e003 04 --  0    33    24
e003ffffe003ffff 02 --  0    03    14
e003ffffe003ffff 02 --  0    23    14
e003ffffffffffff 01 --  1    03    34
e007e007e007e007 04 --  0    03    25
e007e007e007e007 04 --  0    13    25
e007e007e007e007 04 --  0    23    25
e007e007e007e007 04 --  0    33    25
e007ffffe007ffff 02 --  0    03    15
e007ffffe007ffff 02 --  0    23    15
e007ffffffffffff 01 --  1    03    35
e00fe00fe00fe00f 04 --  0    03    26
e00fe00fe00fe00f 04 --  0    13    26
e00fe00fe00fe00f 04 --  0    23    26
e00fe00fe00fe00f 04 --  0    33    26
e00fffffe00fffff 02 --  0    03    16
e00fffffe00fffff 02 --  0    23    16
e00fffffffffffff 01 --  1    03    36
e01fe01fe01fe01f 04 --  0    03    27
e01fe01fe01fe01f 04 --  0    13    27
e01fe01fe01fe01f 04 --  0    23    27
e01fe01fe01fe01f 04 --  0    33    27
e01fffffe01fffff 02 --  0    03    17
e01fffffe01fffff 02 --  0    23    17
e01fffffffffffff 01 --  1    03    37
e03fe03fe03fe03f 04 --  0    03    28
e03fe03fe03fe03f 04 --  0    13    28
e03fe03fe03fe03f 04 --  0    23    28
e03fe03fe03fe03f 04 --  0    33    28
e03fffffe03fffff 02 --  0    03    18
e03fffffe03fffff 02 --  0    23    18
e03fffffffffffff 01 --  1    03    38
e07fe07fe07fe07f 04 --  0    03    29
e07fe07fe07fe07f 04 --  0    13    29
e07fe07fe07fe07f 04 --  0    23    29
e07fe07fe07fe07f 04 --  0    33    29
e07fffffe07fffff 02 --  0    03    19
e07fffffe07fffff 02 --  0    23    19
e07fffffffffffff 01 --  1    03    39
e0e0e0e0e0e0e0e0 08 --  0    03    32
e0e0e0e0e0e0e0e0 08 --  0    0b    32
e0e0e0e0e0e0e0e0 08 --  0    13    32
e0e0e0e0e0e0e0e0 08 --  0    1b    32
e0e0e0e0e0e0e0e0 08 --  0    23    32
e0e0e0e0e0e0e0e0 08 --  0    2b    32
e0e0e0e0e0e0e0e0 08 --  0    33    32
e0e0e0e0e0e0e0e0 08 --  0    3b    32
e0ffe0ffe0ffe0ff 04 --  0    03    2a
e0ffe0ffe0ffe0ff 04 --  0    13    2a
e0ffe0ffe0ffe0ff 04 --  0    23    2a
e0ffe0ffe0ffe0ff 04 --  0    33    2a
e0ffffffe0ffffff 02 --  0    03    1a
e0ffffffe0ffffff 02 --  0    23    1a
e0ffffffffffffff 01 --  1    03    3a
e1e1e1e1e1e1e1e1 08 --  0    03    33
e1e1e1e1e1e1e1e1 08 --  0    0b    33
e1e1e1e1e1e1e1e1 08 --  0    13    33
e1e1e1e1e1e1e1e1 08 --  0    1b    33
e1e1e1e1e1e1e1e1 08 --  0    23    33
e1e1e1e1e1e1e1e1 08 --  0    2b    33
e1e1e1e1e1e1e1e1 08 --  0    33    33
e1e1e1e1e1e1e1e1 08 --  0    3b    33
e1ffe1ffe1ffe1ff 04 --  0    03    2b
e1ffe1ffe1ffe1ff 04 --  0    13    2b
e1ffe1ffe1ffe1ff 04 --  0    23    2b
e1ffe1ffe1ffe1ff 04 --  0    33    2b
e1ffffffe1ffffff 02 --  0    03    1b
e1ffffffe1ffffff 02 --  0    23    1b
e1ffffffffffffff 01 --  1    03    3b
e3e3e3e3e3e3e3e3 08 --  0    03    34
e3e3e3e3e3e3e3e3 08 --  0    0b    34
e3e3e3e3e3e3e3e3 08 --  0    13    34
e3e3e3e3e3e3e3e3 08 --  0    1b    34
e3e3e3e3e3e3e3e3 08 --  0    23    34
e3e3e3e3e3e3e3e3 08 --  0    2b    34
e3e3e3e3e3e3e3e3 08 --  0    33    34
e3e3e3e3e3e3e3e3 08 --  0    3b    34
e3ffe3ffe3ffe3ff 04 --  0    03    2c
e3ffe3ffe3ffe3ff 04 --  0    13    2c
e3ffe3ffe3ffe3ff 04 --  0    23    2c
e3ffe3ffe3ffe3ff 04 --  0    33    2c
e3ffffffe3ffffff 02 --  0    03    1c
e3ffffffe3ffffff 02 --  0    23    1c
e3ffffffffffffff 01 --  1    03    3c
e7e7e7e7e7e7e7e7 08 --  0    03    35
e7e7e7e7e7e7e7e7 08 --  0    0b    35
e7e7e7e7e7e7e7e7 08 --  0    13    35
e7e7e7e7e7e7e7e7 08 --  0    1b    35
e7e7e7e7e7e7e7e7 08 --  0    23    35
e7e7e7e7e7e7e7e7 08 --  0    2b    35
e7e7e7e7e7e7e7e7 08 --  0    33    35
e7e7e7e7e7e7e7e7 08 --  0    3b    35
e7ffe7ffe7ffe7ff 04 --  0    03    2d
e7ffe7ffe7ffe7ff 04 --  0    13    2d
e7ffe7ffe7ffe7ff 04 --  0    23    2d
e7ffe7ffe7ffe7ff 04 --  0    33    2d
e7ffffffe7ffffff 02 --  0    03    1d
e7ffffffe7ffffff 02 --  0    23    1d
e7ffffffffffffff 01 --  1    03    3d
eeeeeeeeeeeeeeee 16 --  0    03    3a
eeeeeeeeeeeeeeee 16 --  0    07    3a
eeeeeeeeeeeeeeee 16 --  0    0b    3a
eeeeeeeeeeeeeeee 16 --  0    0f    3a
eeeeeeeeeeeeeeee 16 --  0    13    3a
eeeeeeeeeeeeeeee 16 --  0    17    3a
eeeeeeeeeeeeeeee 16 --  0    1b    3a
eeeeeeeeeeeeeeee 16 --  0    1f    3a
eeeeeeeeeeeeeeee 16 --  0    23    3a
eeeeeeeeeeeeeeee 16 --  0    27    3a
eeeeeeeeeeeeeeee 16 --  0    2b    3a
eeeeeeeeeeeeeeee 16 --  0    2f    3a
eeeeeeeeeeeeeeee 16 --  0    33    3a
eeeeeeeeeeeeeeee 16 --  0    37    3a
eeeeeeeeeeeeeeee 16 --  0    3b    3a
eeeeeeeeeeeeeeee 16 --  0    3f    3a
efefefefefefefef 08 --  0    03    36
efefefefefefefef 08 --  0    0b    36
efefefefefefefef 08 --  0    13    36
efefefefefefefef 08 --  0    1b    36
efefefefefefefef 08 --  0    23    36
efefefefefefefef 08 --  0    2b    36
efefefefefefefef 08 --  0    33    36
efefefefefefefef 08 --  0    3b    36
efffefffefffefff 04 --  0    03    2e
efffefffefffefff 04 --  0    13    2e
efffefffefffefff 04 --  0    23    2e
efffefffefffefff 04 --  0    33    2e
efffffffefffffff 02 --  0    03    1e
efffffffefffffff 02 --  0    23    1e
efffffffffffffff 01 --  1    03    3e
f000000000000000 01 --  1    04    03
f000000000000001 01 --  1    04    04
f000000000000003 01 --  1    04    05
f000000000000007 01 --  1    04    06
f00000000000000f 01 --  1    04    07
f00000000000001f 01 --  1    04    08
f00000000000003f 01 --  1    04    09
f00000000000007f 01 --  1    04    0a
f0000000000000ff 01 --  1    04    0b
f0000000000001ff 01 --  1    04    0c
f0000000000003ff 01 --  1    04    0d
f0000000000007ff 01 --  1    04    0e
f000000000000fff 01 --  1    04    0f
f000000000001fff 01 --  1    04    10
f000000000003fff 01 --  1    04    11
f000000000007fff 01 --  1    04    12
f00000000000ffff 01 --  1    04    13
f00000000001ffff 01 --  1    04    14
f00000000003ffff 01 --  1    04    15
f00000000007ffff 01 --  1    04    16
f0000000000fffff 01 --  1    04    17
f0000000001fffff 01 --  1    04    18
f0000000003fffff 01 --  1    04    19
f0000000007fffff 01 --  1    04    1a
f000000000ffffff 01 --  1    04    1b
f000000001ffffff 01 --  1    04    1c
f000000003ffffff 01 --  1    04    1d
f000000007ffffff 01 --  1    04    1e
f00000000fffffff 01 --  1    04    1f
f00000001fffffff 01 --  1    04    20
f00000003fffffff 01 --  1    04    21
f00000007fffffff 01 --  1    04    22
f0000000f0000000 02 --  0    04    03
f0000000f0000000 02 --  0    24    03
f0000000ffffffff 01 --  1    04    23
f0000001f0000001 02 --  0    04    04
f0000001f0000001 02 --  0    24    04
f0000001ffffffff 01 --  1    04    24
f0000003f0000003 02 --  0    04    05
f0000003f0000003 02 --  0    24    05
f0000003ffffffff 01 --  1    04    25
f0000007f0000007 02 --  0    04    06
f0000007f0000007 02 --  0    24    06
f0000007ffffffff 01 --  1    04    26
f000000ff000000f 02 --  0    04    07
f000000ff000000f 02 --  0    24    07
f000000fffffffff 01 --  1    04    27
f000001ff000001f 02 --  0    04    08
f000001ff000001f 02 --  0    24    08
f000001fffffffff 01 --  1    04    28
f000003ff000003f 02 --  0    04    09
f000003ff000003f 02 --  0    24    09
f000003fffffffff 01 --  1    04    29
f000007ff000007f 02 --  0    04    0a
f000007ff000007f 02 --  0    24    0a
f000007fffffffff 01 --  1    04    2a
f00000fff00000ff 02 --  0    04    0b
f00000fff00000ff 02 --  0    24    0b
f00000ffffffffff 01 --  1    04    2b
f00001fff00001ff 02 --  0    04    0c
f00001fff00001ff 02 --  0    24    0c
f00001ffffffffff 01 --  1    04    2c
f00003fff00003ff 02 --  0    04    0d
f00003fff00003ff 02 --  0    24    0d
f00003ffffffffff 01 --  1    04    2d
f00007fff00007ff 02 --  0    04    0e
f00007fff00007ff 02 --  0    24    0e
f00007ffffffffff 01 --  1    04    2e
f0000ffff0000fff 02 --  0    04    0f
f0000ffff0000fff 02 --  0    24    0f
f0000fffffffffff 01 --  1    04    2f
f0001ffff0001fff 02 --  0    04    10
f0001ffff0001fff 02 --  0    24    10
f0001fffffffffff 01 --  1    04    30
f0003ffff0003fff 02 --  0    04    11
f0003ffff0003fff 02 --  0    24    11
f0003fffffffffff 01 --  1    04    31
f0007ffff0007fff 02 --  0    04    12
f0007ffff0007fff 02 --  0    24    12
f0007fffffffffff 01 --  1    04    32
f000f000f000f000 04 --  0    04    23
f000f000f000f000 04 --  0    14    23
f000f000f000f000 04 --  0    24    23
f000f000f000f000 04 --  0    34    23
f000fffff000ffff 02 --  0    04    13
f000fffff000ffff 02 --  0    24    13
f000ffffffffffff 01 --  1    04    33
f001f001f001f001 04 --  0    04    24
f001f001f001f001 04 --  0    14    24
f001f001f001f001 04 --  0    24    24
f001f001f001f001 04 --  0    34    24
f001fffff001ffff 02 --  0    04    14
f001fffff001ffff 02 --  0    24    14
f001ffffffffffff 01 --  1    04    34
f003f003f003f003 04 --  0    04    25
f003f003f003f003 04 --  0    14    25
f003f003f003f003 04 --  0    24    25
f003f003f003f003 04 --  0    34    25
f003fffff003ffff 02 --  0    04    15
f003fffff003ffff 02 --  0    24    15
f003ffffffffffff 01 --  1    04    35
f007f007f007f007 04 --  0    04    26
f007f007f007f007 04 --  0    14    26
f007f007f007f007 04 --  0    24    26
f007f007f007f007 04 --  0    34    26
f007fffff007ffff 02 --  0    04    16
f007fffff007ffff 02 --  0    24    16
f007ffffffffffff 01 --  1    04    36
f00ff00ff00ff00f 04 --  0    04    27
f00ff00ff00ff00f 04 --  0    14    27
f00ff00ff00ff00f 04 --  0    24    27
f00ff00ff00ff00f 04 --  0    34    27
f00ffffff00fffff 02 --  0    04    17
f00ffffff00fffff 02 --  0    24    17
f00fffffffffffff 01 --  1    04    37
f01ff01ff01ff01f 04 --  0    04    28
f01ff01ff01ff01f 04 --  0    14    28
f01ff01ff01ff01f 04 --  0    24    28
f01ff01ff01ff01f 04 --  0    34    28
f01ffffff01fffff 02 --  0    04    18
f01ffffff01fffff 02 --  0    24    18
f01fffffffffffff 01 --  1    04    38
f03ff03ff03ff03f 04 --  0    04    29
f03ff03ff03ff03f 04 --  0    14    29
f03ff03ff03ff03f 04 --  0    24    29
f03ff03ff03ff03f 04 --  0    34    29
f03ffffff03fffff 02 --  0    04    19
f03ffffff03fffff 02 --  0    24    19
f03fffffffffffff 01 --  1    04    39
f07ff07ff07ff07f 04 --  0    04    2a
f07ff07ff07ff07f 04 --  0    14    2a
f07ff07ff07ff07f 04 --  0    24    2a
f07ff07ff07ff07f 04 --  0    34    2a
f07ffffff07fffff 02 --  0    04    1a
f07ffffff07fffff 02 --  0    24    1a
f07fffffffffffff 01 --  1    04    3a
f0f0f0f0f0f0f0f0 08 --  0    04    33
f0f0f0f0f0f0f0f0 08 --  0    0c    33
f0f0f0f0f0f0f0f0 08 --  0    14    33
f0f0f0f0f0f0f0f0 08 --  0    1c    33
f0f0f0f0f0f0f0f0 08 --  0    24    33
f0f0f0f0f0f0f0f0 08 --  0    2c    33
f0f0f0f0f0f0f0f0 08 --  0    34    33
f0f0f0f0f0f0f0f0 08 --  0    3c    33
f0fff0fff0fff0ff 04 --  0    04    2b
f0fff0fff0fff0ff 04 --  0    14    2b
f0fff0fff0fff0ff 04 --  0    24    2b
f0fff0fff0fff0ff 04 --  0    34    2b
f0fffffff0ffffff 02 --  0    04    1b
f0fffffff0ffffff 02 --  0    24    1b
f0ffffffffffffff 01 --  1    04    3b
f1f1f1f1f1f1f1f1 08 --  0    04    34
f1f1f1f1f1f1f1f1 08 --  0    0c    34
f1f1f1f1f1f1f1f1 08 --  0    14    34
f1f1f1f1f1f1f1f1 08 --  0    1c    34
f1f1f1f1f1f1f1f1 08 --  0    24    34
f1f1f1f1f1f1f1f1 08 --  0    2c    34
f1f1f1f1f1f1f1f1 08 --  0    34    34
f1f1f1f1f1f1f1f1 08 --  0    3c    34
f1fff1fff1fff1ff 04 --  0    04    2c
f1fff1fff1fff1ff 04 --  0    14    2c
f1fff1fff1fff1ff 04 --  0    24    2c
f1fff1fff1fff1ff 04 --  0    34    2c
f1fffffff1ffffff 02 --  0    04    1c
f1fffffff1ffffff 02 --  0    24    1c
f1ffffffffffffff 01 --  1    04    3c
f3f3f3f3f3f3f3f3 08 --  0    04    35
f3f3f3f3f3f3f3f3 08 --  0    0c    35
f3f3f3f3f3f3f3f3 08 --  0    14    35
f3f3f3f3f3f3f3f3 08 --  0    1c    35
f3f3f3f3f3f3f3f3 08 --  0    24    35
f3f3f3f3f3f3f3f3 08 --  0    2c    35
f3f3f3f3f3f3f3f3 08 --  0    34    35
f3f3f3f3f3f3f3f3 08 --  0    3c    35
f3fff3fff3fff3ff 04 --  0    04    2d
f3fff3fff3fff3ff 04 --  0    14    2d
f3fff3fff3fff3ff 04 --  0    24    2d
f3fff3fff3fff3ff 04 --  0    34    2d
f3fffffff3ffffff 02 --  0    04    1d
f3fffffff3ffffff 02 --  0    24    1d
f3ffffffffffffff 01 --  1    04    3d
f7f7f7f7f7f7f7f7 08 --  0    04    36
f7f7f7f7f7f7f7f7 08 --  0    0c    36
f7f7f7f7f7f7f7f7 08 --  0    14    36
f7f7f7f7f7f7f7f7 08 --  0    1c    36
f7f7f7f7f7f7f7f7 08 --  0    24    36
f7f7f7f7f7f7f7f7 08 --  0    2c    36
f7f7f7f7f7f7f7f7 08 --  0    34    36
f7f7f7f7f7f7f7f7 08 --  0    3c    36
f7fff7fff7fff7ff 04 --  0    04    2e
f7fff7fff7fff7ff 04 --  0    14    2e
f7fff7fff7fff7ff 04 --  0    24    2e
f7fff7fff7fff7ff 04 --  0    34    2e
f7fffffff7ffffff 02 --  0    04    1e
f7fffffff7ffffff 02 --  0    24    1e
f7ffffffffffffff 01 --  1    04    3e
f800000000000000 01 --  1    05    04
f800000000000001 01 --  1    05    05
f800000000000003 01 --  1    05    06
f800000000000007 01 --  1    05    07
f80000000000000f 01 --  1    05    08
f80000000000001f 01 --  1    05    09
f80000000000003f 01 --  1    05    0a
f80000000000007f 01 --  1    05    0b
f8000000000000ff 01 --  1    05    0c
f8000000000001ff 01 --  1    05    0d
f8000000000003ff 01 --  1    05    0e
f8000000000007ff 01 --  1    05    0f
f800000000000fff 01 --  1    05    10
f800000000001fff 01 --  1    05    11
f800000000003fff 01 --  1    05    12
f800000000007fff 01 --  1    05    13
f80000000000ffff 01 --  1    05    14
f80000000001ffff 01 --  1    05    15
f80000000003ffff 01 --  1    05    16
f80000000007ffff 01 --  1    05    17
f8000000000fffff 01 --  1    05    18
f8000000001fffff 01 --  1    05    19
f8000000003fffff 01 --  1    05    1a
f8000000007fffff 01 --  1    05    1b
f800000000ffffff 01 --  1    05    1c
f800000001ffffff 01 --  1    05    1d
f800000003ffffff 01 --  1    05    1e
f800000007ffffff 01 --  1    05    1f
f80000000fffffff 01 --  1    05    20
